Height,Weight
68.38490036326255,133.6588587564518
68.73721708555966,129.04452938631994
67.5305700456005,111.25575084027254
69.83963228956605,125.86772044703892
65.82407980718955,132.42547290173596
65.72473236589676,127.39016402983317
67.94893434135255,124.60951599960562
67.89376373715645,120.88359516355459
67.3172332674625,148.26544257503912
68.79927975622132,127.53537043738896
68.8592723133725,130.80727715483138
70.06908390426817,133.70325965694678
67.86963457729657,127.60005635417625
68.0336783033438,129.4666522574385
70.29940732973323,118.20358817242028
69.62582608844012,125.73009899803712
67.7432939301435,138.13313761420693
68.14133407307116,146.3087776125352
67.24866253812088,119.09201807197994
67.52637606526264,124.56642724969898
66.98642988508935,141.16029955303284
66.85387190508416,112.89873895682625
70.0714082606818,153.1630821875429
67.79090702222005,129.3642470689174
66.20485480556002,125.5212332268124
65.25553312295035,129.02916727416255
68.07849995257564,127.61135183966843
69.57372798174738,124.70332562841524
62.318169723638846,124.12000358337814
69.37120062127379,137.84159201349811
72.28474325721045,125.91595536881421
70.32590536442056,116.95823697013476
65.80741329983137,115.9341913706084
65.04943442754079,123.49265765584673
67.34049932059371,128.07929015358442
67.06296307677835,128.44403471431986
67.83057057850313,133.3202814150846
68.61869755017916,119.2411822732334
67.04263946029205,124.64422532022647
69.8529146439709,104.28018439008434
65.60341258932931,117.01167490237657
65.18470559515201,130.27832927469186
68.12460303759755,120.17717891257925
66.7699301926096,125.50158702437632
69.70603837708319,143.89379993848647
67.47415841942168,109.37293718845433
66.8878712655254,133.99062246721923
67.76546940232465,111.24435081040197
66.33271020992778,132.74209362907519
67.75785624989915,128.4308052499141
71.40753719113121,138.72362286110993
66.96234421208524,126.95821454643894
69.35566191347965,127.09200927176508
67.59093733078191,140.98590261429035
69.84248169194694,130.95502930945736
69.53253746918641,126.08415034087984
64.69766532319674,118.71865350577474
67.1670458732191,142.85555631707666
67.95440080719496,128.62824661949017
69.80546265143629,113.65953877335673
68.93876183781433,132.2954860304452
66.2591538736087,102.80723221071497
67.63016116154289,125.38686900462365
67.62323403021698,139.86903187700304
70.00760536431086,118.2847641700949
66.62085129162219,133.2758882186332
68.97700864154584,148.40478448928934
68.45787369066045,117.07673329139286
67.85630960028618,128.83534965579946
65.84801611141438,115.93755177292654
64.70045293462229,109.16384368348389
65.84632032846783,131.14575380694546
67.93462806796596,127.77224226868317
72.64962292998925,119.71710183825229
68.65454723219837,135.75193870543512
68.78060397328848,134.20534343080766
68.61406214346319,122.41518674912335
68.1461000445227,140.6666049570592
69.33242209389839,112.65458282236045
66.23037948111009,111.43041782551617
69.07942730286341,110.183208355531
69.72612787206013,124.19475013636728
68.66343884827424,132.94312121644467
72.46607926270397,120.0542325882565
67.07971687723645,146.38577031815876
67.30224648524965,114.06047282560542
72.50060900702589,125.48600991729352
63.55509332004584,136.13636068718503
65.86888485185739,134.8110795749454
70.41262238676278,108.05201198319963
67.48040159886261,132.93345451720506
70.3464158679007,134.98780582461575
69.32705423442606,125.20837988188966
66.77755043772501,150.00040086564783
70.27616369968804,133.39053017833845
69.63281211921446,110.78785164594075
69.18889362761975,139.0441624615232
68.53865615541679,138.06278361576418
67.48475194880696,138.05268005359426
63.61963750593445,103.33213141805774
